Date,No of Transactions,high,low,adjclose,volume,Total Amount,open,Difference Rs.,% Change,adjclose_3,true_adjclose_3,buy_profit,sell_profit
2020-03-17,396,765.0,721,731.0,46620,34056347,750.0,-19.0,-2.53,812.5598,701.0,0.0,-81.559814453125
2020-03-18,373,739.0,700,715.0,43913,31255827,731.0,-16.0,-2.19,793.7781,680.0,0.0,-78.778076171875
2020-03-19,394,740.0,690,730.0,55806,40326364,715.0,15.0,2.1,776.6306,660.0,0.0,-46.630615234375
2020-03-22,119,744.0,700,701.0,15101,10711884,730.0,-29.0,-3.97,760.5062,660.0,0.0,-59.5062255859375
2020-05-12,16,687.0,680,680.0,2295,1574600,701.0,-21.0,-3.0,743.0791,725.0,63.0791015625,0.0
2020-05-13,8,667.0,660,660.0,435,287170,680.0,-20.0,-2.94,724.43384,770.0,64.433837890625,0.0
2020-06-29,274,680.0,594,660.0,40720,25230100,660.0,0.0,0.0,706.2328,720.0,46.2327880859375,0.0
2020-06-30,79,726.0,670,725.0,8769,6202588,660.0,65.0,9.85,694.2545,729.0,-30.7454833984375,0.0
2020-07-01,91,770.0,725,770.0,15536,11885951,725.0,45.0,6.21,692.3524,737.0,0.0,77.6475830078125
2020-07-02,137,785.0,702,720.0,21024,15291417,770.0,-50.0,-6.49,695.29504,744.0,-24.7049560546875,0.0
2020-07-05,275,734.0,699,729.0,59244,42413482,720.0,9.0,1.25,699.7644,741.0,-29.235595703125,0.0
2020-07-06,186,740.0,715,737.0,32963,24070284,729.0,8.0,1.1,704.90125,747.0,-32.0987548828125,0.0
2020-07-07,257,751.0,740,744.0,41752,31110796,737.0,7.0,0.95,711.48334,742.0,0.0,32.51666259765625
2020-07-08,205,756.0,730,741.0,30143,22236187,744.0,-3.0,-0.4,717.8384,745.0,-23.16162109375,0.0
2020-07-12,167,770.0,746,747.0,27529,20670172,742.0,5.0,0.67,724.2383,790.0,-22.76171875,0.0
2020-07-13,184,769.0,741,742.0,28339,21192710,747.0,-5.0,-0.67,729.82556,869.0,-12.1744384765625,0.0
2020-07-14,164,760.0,742,745.0,29973,22359330,742.0,3.0,0.4,734.28894,879.0,-10.7110595703125,0.0
2020-07-16,326,790.0,774,790.0,38787,30413146,765.0,25.0,3.27,741.4002,865.0,-48.59979248046875,0.0
2020-07-19,10,869.0,805,869.0,711,604099,790.0,79.0,10.0,753.98315,846.0,0.0,115.016845703125
2020-07-20,837,955.0,816,879.0,118430,104333835,869.0,10.0,1.15,775.55176,850.0,0.0,103.4482421875
2020-07-21,508,886.0,857,865.0,69536,60373203,879.0,-14.0,-1.59,797.8032,861.0,0.0,67.19677734375
2020-07-22,342,875.0,846,846.0,51597,44171652,865.0,-19.0,-2.2,816.4002,860.0,-29.59979248046875,0.0
2020-07-23,305,854.0,831,850.0,55386,46772267,846.0,4.0,0.47,830.24426,854.0,-19.7557373046875,0.0
2020-07-26,345,870.0,853,861.0,58534,50327555,850.0,11.0,1.29,841.5532,845.0,0.0,19.44677734375
2020-07-27,437,882.0,860,860.0,104636,90909055,861.0,-1.0,-0.12,852.2357,851.0,0.0,7.7642822265625
2020-07-28,248,872.0,854,854.0,51916,44557821,860.0,-6.0,-0.7,859.5727,820.0,0.0,-5.57269287109375
2020-07-29,331,855.0,840,845.0,45527,38537876,854.0,-9.0,-1.05,863.1142,824.0,0.0,-18.11419677734375
2020-07-30,253,854.0,840,851.0,41463,34949018,845.0,6.0,0.71,864.1155,814.0,0.0,-13.115478515625
2020-08-02,522,850.0,820,820.0,63388,52644301,851.0,-31.0,-3.64,862.69324,813.0,0.0,-42.6932373046875
2020-08-03,311,828.0,808,824.0,42609,34937444,820.0,4.0,0.49,858.27277,832.0,34.27276611328125,0.0
2020-08-06,223,859.0,801,814.0,21551,17436075,819.0,-5.0,-0.61,852.14386,830.0,38.14385986328125,0.0
2020-08-09,277,815.0,800,813.0,36927,29733955,814.0,-1.0,-0.12,844.95276,836.0,31.9527587890625,0.0
2020-08-10,285,840.0,810,832.0,47830,39607700,813.0,19.0,2.34,839.55115,825.0,0.0,-7.5511474609375
2020-08-11,239,847.0,825,830.0,29776,24910631,832.0,-2.0,-0.24,835.9937,822.0,0.0,-5.99371337890625
2020-08-12,163,844.0,821,836.0,23975,19932023,830.0,6.0,0.72,833.6518,822.0,0.0,2.34820556640625
2020-08-13,309,877.0,820,825.0,36200,30028322,836.0,-11.0,-1.32,832.8899,830.0,7.889892578125,0.0
2020-08-16,235,835.0,810,822.0,29088,23880845,825.0,-3.0,-0.36,831.36646,822.0,0.0,0.0
2020-08-17,155,824.0,815,822.0,16623,13631013,822.0,0.0,0.0,829.057,817.0,0.0,-7.0570068359375
2020-08-18,159,840.0,824,830.0,20561,16999400,822.0,8.0,0.97,827.4882,824.0,0.0,2.51177978515625
2020-08-19,166,825.0,814,822.0,17216,14104730,830.0,-8.0,-0.96,825.72015,830.0,3.72015380859375,0.0
2020-08-20,94,822.0,812,817.0,10175,8322334,822.0,-5.0,-0.61,823.39185,830.0,6.391845703125,0.0
2020-08-23,110,824.0,814,824.0,14020,11472416,817.0,7.0,0.86,821.3142,841.0,-2.685791015625,0.0
2020-08-24,188,835.0,825,830.0,22795,18913879,824.0,6.0,0.73,820.6598,845.0,-9.3402099609375,0.0
2020-08-25,191,840.0,823,830.0,23396,19393753,830.0,0.0,0.0,821.0496,839.0,-8.95037841796875,0.0
2020-08-26,312,850.0,830,841.0,44021,36884764,830.0,11.0,1.33,823.29425,858.0,-17.70574951171875,0.0
2020-08-27,249,855.0,841,845.0,23000,19440692,841.0,4.0,0.48,826.4968,860.0,-18.503173828125,0.0
2020-08-31,337,846.0,832,839.0,49117,41228199,839.0,0.0,0.0,829.9962,855.0,-9.0037841796875,0.0
2020-09-02,430,866.0,839,858.0,68044,58383099,839.0,19.0,2.26,835.06464,849.0,0.0,22.93536376953125
2020-09-03,341,864.0,849,860.0,54696,46996807,858.0,2.0,0.23,840.81964,846.0,0.0,19.18035888671875
2020-09-06,406,903.0,854,855.0,56147,48599327,860.0,-5.0,-0.58,847.2513,844.0,0.0,7.74871826171875
2020-09-07,232,863.0,842,849.0,19865,16851726,855.0,-6.0,-0.7,850.97894,845.0,0.0,-1.97894287109375
2020-09-08,198,858.0,840,846.0,21968,18533893,849.0,-3.0,-0.35,852.53296,849.0,6.532958984375,0.0
2020-09-09,286,846.0,839,844.0,36262,30535485,846.0,-2.0,-0.24,852.71326,856.0,8.7132568359375,0.0
2020-09-10,257,868.0,844,845.0,26842,22754668,844.0,1.0,0.12,852.4412,856.0,7.44122314453125,0.0
2020-09-13,275,855.0,845,849.0,32164,27216200,845.0,4.0,0.47,851.9945,853.0,2.9945068359375,0.0
2020-09-14,313,870.0,852,856.0,33179,28459824,849.0,7.0,0.82,852.3246,859.0,-3.6754150390625,0.0
2020-09-15,257,864.0,853,856.0,31304,26877416,856.0,0.0,0.0,853.04047,880.0,-2.95953369140625,0.0
2020-09-16,205,858.0,850,853.0,15690,13408729,856.0,-3.0,-0.35,853.1881,883.0,0.1881103515625,0.0
2020-09-17,293,865.0,851,859.0,33660,28905002,853.0,6.0,0.7,853.8121,871.0,-5.18792724609375,0.0
2020-09-20,548,895.0,870,880.0,72747,64108046,859.0,21.0,2.44,857.59,874.0,0.0,22.40997314453125
2020-09-21,498,892.0,876,883.0,61628,54378128,880.0,3.0,0.34,863.0427,875.0,0.0,19.957275390625
2020-09-22,384,890.0,870,871.0,51572,45326423,883.0,-12.0,-1.36,868.12195,874.0,-2.8780517578125,0.0
2020-09-23,187,877.0,866,874.0,30912,26921675,871.0,3.0,0.34,871.45245,871.0,0.0,2.54754638671875
2020-09-24,214,877.0,866,875.0,23476,20511293,874.0,1.0,0.11,873.3956,864.0,0.0,1.6043701171875
2020-09-27,222,883.0,870,874.0,23447,20496239,875.0,-1.0,-0.11,874.59125,859.0,0.0,-0.59124755859375
2020-09-28,222,885.0,868,871.0,17676,15400876,874.0,-3.0,-0.34,874.95654,867.0,0.0,-3.95654296875
2020-09-29,271,875.0,862,864.0,20446,17694728,871.0,-7.0,-0.8,874.23065,880.0,10.23065185546875,0.0
2020-09-30,244,875.0,857,859.0,22250,19158319,864.0,-5.0,-0.58,872.5703,876.0,13.5703125,0.0
2020-10-01,287,869.0,860,867.0,30640,26539772,859.0,8.0,0.93,870.8879,877.0,3.88787841796875,0.0
2020-10-04,366,895.0,875,880.0,52843,46554462,867.0,13.0,1.5,871.45734,872.0,0.0,8.54266357421875
2020-10-05,200,889.0,872,876.0,22147,19501801,880.0,-4.0,-0.45,872.31305,869.0,0.0,3.68695068359375
2020-10-06,175,885.0,872,877.0,18761,16443686,876.0,1.0,0.11,873.04004,866.0,0.0,3.9599609375
2020-10-07,242,882.0,868,872.0,26029,22719444,877.0,-5.0,-0.57,873.4921,864.0,0.0,-1.49212646484375
2020-10-08,241,882.0,866,869.0,27048,23575489,872.0,-3.0,-0.34,873.513,864.0,0.0,-4.51300048828125
2020-10-11,232,870.0,864,866.0,24647,21356190,869.0,-3.0,-0.35,872.76544,860.0,0.0,-6.76544189453125
2020-10-12,175,865.0,860,864.0,19390,16732449,866.0,-2.0,-0.23,871.21094,860.0,0.0,-7.2109375
2020-10-13,147,865.0,861,864.0,15218,13128546,864.0,0.0,0.0,869.2484,859.0,0.0,-5.2484130859375
2020-10-14,284,865.0,859,860.0,29183,25112911,864.0,-4.0,-0.46,867.44696,863.0,7.44696044921875,0.0
2020-10-15,261,872.0,817,860.0,25564,22063813,860.0,0.0,0.0,864.8687,868.0,4.86871337890625,0.0
2020-10-18,190,874.0,859,859.0,18801,16186884,860.0,-1.0,-0.12,862.9311,880.0,3.93109130859375,0.0
2020-10-19,134,868.0,860,863.0,11314,9745814,859.0,4.0,0.47,861.3403,885.0,-1.65972900390625,0.0
2020-10-20,108,872.0,862,868.0,11628,10100283,863.0,5.0,0.58,860.48285,903.0000000000001,-7.51715087890625,0.0
2020-10-21,315,884.0,870,880.0,30592,26834284,868.0,12.0,1.38,861.5746,902.0,-18.4254150390625,0.0
2020-10-22,318,893.0,880,885.0,46895,41512626,880.0,5.0,0.57,864.9058,894.0,-20.09417724609375,0.0
2020-10-28,522,903.0,892,903.0,59283,53276411,885.0,18.0,2.03,870.7049,886.0,0.0,32.29510498046875
2020-10-29,468,948.0,898,902.0,51398,46533552,903.0,-1.0,-0.11,878.48224,888.0,0.0,23.51776123046875
2020-11-01,339,902.0,890,894.0,40311,36037361,902.0,-8.0,-0.89,884.83136,888.0,0.0,9.16864013671875
2020-11-02,271,897.0,884,886.0,29989,26645462,894.0,-8.0,-0.89,888.8351,880.0,0.0,-2.8350830078125
2020-11-03,172,897.0,884,888.0,15950,14133088,886.0,2.0,0.23,890.6967,870.0,0.0,-2.69671630859375
2020-11-04,197,890.0,884,888.0,20507,18177641,888.0,0.0,0.0,891.2163,862.0,0.0,-3.21630859375
2020-11-05,322,890.0,875,880.0,34927,30744588,888.0,-8.0,-0.9,890.85223,879.0,0.0,-10.85223388671875
2020-11-08,536,880.0,864,870.0,72463,62957972,880.0,-10.0,-1.14,890.07495,883.0,20.074951171875,0.0
2020-11-09,640,872.0,858,862.0,90972,78516171,870.0,-8.0,-0.92,888.876,887.0,26.8759765625,0.0
2020-11-10,236,890.0,865,879.0,29034,25457758,862.0,17.0,1.97,886.9124,901.0,7.91241455078125,0.0
2020-11-11,247,896.0,872,883.0,41751,36680964,879.0,4.0,0.46,885.84503,905.0,2.84503173828125,0.0
2020-11-12,249,891.0,883,887.0,36591,32463221,883.0,4.0,0.45,885.5974,964.9999999999999,-1.402587890625,0.0
2020-11-18,455,905.0,888,901.0,61321,54937368,887.0,14.0,1.58,887.45374,978.0,-13.5462646484375,0.0
2020-11-19,588,953.0,900,905.0,94311,85560341,901.0,4.0,0.44,892.8206,972.0,-12.17938232421875,0.0
2020-11-22,1284,985.0,920,965.0,229261,221824547,905.0,60.0,6.63,906.30286,1038.0,-58.6971435546875,0.0
2020-11-23,596,994.0,969,978.0,75761,74141154,965.0,13.0,1.35,921.9032,1130.0,-56.0968017578125,0.0
2020-11-24,399,1000.0,960,972.0,58491,56962154,978.0,-6.0,-0.61,936.7891,1185.0,-35.21087646484375,0.0
2020-11-25,1290,1029.0,972,1038.0,295613,296235333,972.0,66.0,6.79,958.77734,1159.0,-79.22265625,0.0
2020-11-26,2145,1141.0,1050,1130.0,343732,383441401,1038.0,92.0,8.86,991.9034,1119.0,0.0,138.09661865234375
2020-11-29,1788,1200.0,1141,1185.0,283683,335607869,1130.0,55.0,4.87,1033.2084,1125.0,0.0,151.7916259765625
2020-11-30,1429,1244.0,1150,1159.0,196359,229713140,1185.0,-26.0,-2.19,1074.0386,1140.0,0.0,84.96142578125
2020-12-01,1491,1165.0,1115,1119.0,177245,201194660,1159.0,-40.0,-3.45,1105.9769,1078.0,0.0,13.0230712890625
2020-12-02,1225,1147.0,1096,1125.0,205216,231653897,1119.0,6.0,0.54,1129.1876,1118.0,0.0,-4.1876220703125
2020-12-03,969,1196.0,1106,1140.0,159437,182433622,1125.0,15.0,1.33,1145.9844,1124.0,0.0,-5.984375
2020-12-06,1286,1145.0,1078,1078.0,161986,179567029,1140.0,-62.0,-5.44,1154.4073,1101.0,76.4073486328125,0.0
2020-12-07,1118,1147.0,1057,1118.0,164879,180793589,1078.0,40.0,3.71,1157.1798,1120.0,39.1798095703125,0.0
2020-12-08,778,1162.0,1115,1124.0,113824,128740310,1118.0,6.0,0.54,1157.8779,1159.0,33.8779296875,0.0
2020-12-09,612,1135.0,1095,1101.0,77270,85573625,1124.0,-23.0,-2.05,1154.9312,1227.0,53.93115234375,0.0
2020-12-10,606,1127.0,1094,1120.0,86977,96928167,1101.0,19.0,1.73,1150.5001,1240.0,30.5001220703125,0.0
2020-12-13,791,1165.0,1064,1159.0,110589,126540741,1120.0,39.0,3.48,1147.8682,1248.0,-11.1318359375,0.0
2020-12-14,1570,1248.0,1160,1227.0,273113,327906859,1159.0,68.0,5.87,1157.0383,1235.0,-69.961669921875,0.0
2020-12-15,1104,1293.0,1202,1240.0,161533,200111684,1227.0,13.0,1.06,1172.4523,1207.0,0.0,67.5477294921875
2020-12-16,927,1254.0,1200,1248.0,149009,184859975,1240.0,8.0,0.65,1189.2454,1231.0,0.0,58.754638671875
2020-12-17,714,1255.0,1228,1235.0,101916,126238866,1248.0,-13.0,-1.04,1204.3734,1354.0,-30.6265869140625,0.0
2020-12-20,1625,1246.0,1175,1207.0,323547,392321090,1235.0,-28.0,-2.27,1219.729,1489.0,12.72900390625,0.0
2020-12-21,1590,1236.0,1160,1231.0,263971,317629142,1207.0,24.0,1.99,1231.94,1425.0,0.93994140625,0.0
2020-12-22,244,1354.0,1292,1354.0,48213,65191252,1231.0,123.0,9.99,1245.8455,1384.0,-108.154541015625,0.0
2020-12-23,1042,1489.0,1400,1489.0,187508,279179932,1354.0,135.0,9.97,1273.7915,1379.0,0.0,215.20849609375
2020-12-24,3916,1550.0,1403,1425.0,425873,614965941,1489.0,-64.0,-4.3,1312.9154,1386.0,0.0,112.0845947265625
2020-12-27,2280,1450.0,1381,1384.0,290409,404921356,1425.0,-41.0,-2.88,1346.4012,1101.0,0.0,37.5987548828125
2020-12-28,1534,1395.0,1360,1379.0,176237,243416028,1384.0,-5.0,-0.36,1368.8529,1100.0,0.0,10.1470947265625
2020-12-29,3132,1400.0,1380,1386.0,381895,530177990,1379.0,7.0,0.51,1388.203,1125.0,0.0,-2.2030029296875
2020-12-30,2644,1108.0,1048,1101.0,240703,261693768,1038.0,63.0,6.07,1374.4297,1111.0,273.4296875,0.0
2020-12-31,1211,1130.0,1100,1100.0,126022,140476169,1101.0,-1.0,-0.09,1343.5869,1097.0,0.0,-243.5869140625
2021-01-03,1192,1130.0,1080,1125.0,152668,168109683,1100.0,25.0,2.27,1307.4673,1096.0,0.0,-182.46728515625
2021-01-04,667,1136.0,1102,1111.0,91228,102321107,1125.0,-14.0,-1.24,1271.0896,1091.0,0.0,-160.089599609375
2021-01-05,569,1118.0,1095,1097.0,90991,100390256,1111.0,-14.0,-1.26,1236.8452,1126.0,139.84521484375,0.0
2021-01-06,564,1104.0,1086,1096.0,76530,83523572,1097.0,-1.0,-0.09,1205.8318,1125.0,109.831787109375,0.0
